# File: Diet_3C_Ref.csv
# Title: 3C Ref diet by region and sector
# Units: Pcal
# Description: Need 2020 and 2025 values
# Column types: cccnn
# ----------
scenario,region,technology,year,value
3C,South Korea,Soybean,2015,3.87177
3C,South Korea,Soybean,2020,4.4606
3C,South Korea,Soybean,2025,4.65788
3C,South Korea,SugarCrop,2015,3.74348
3C,South Korea,SugarCrop,2020,4.26106
3C,South Korea,SugarCrop,2025,4.4487
3C,South Korea,Vegetables,2015,1.73457
3C,South Korea,Vegetables,2020,1.9863
3C,South Korea,Vegetables,2025,2.05899
3C,South Korea,Wheat,2015,5.4224
3C,South Korea,Wheat,2020,5.52437
3C,South Korea,Wheat,2025,5.47053
3C,Southeast Asia,Beef,2015,2.14008
3C,Southeast Asia,Beef,2020,2.48065
3C,Southeast Asia,Beef,2025,2.8635
3C,Southeast Asia,Corn,2015,14.9191
3C,Southeast Asia,Corn,2020,15.63
3C,Southeast Asia,Corn,2025,16.0091
3C,Southeast Asia,Dairy,2015,4.78165
3C,Southeast Asia,Dairy,2020,5.55128
3C,Southeast Asia,Dairy,2025,6.41878
3C,Southeast Asia,FiberCrop,2015,0.338614
3C,Southeast Asia,FiberCrop,2020,0.392696
3C,Southeast Asia,FiberCrop,2025,0.452994
3C,Southeast Asia,Fruits,2015,10.5992
3C,Southeast Asia,Fruits,2020,12.2864
3C,Southeast Asia,Fruits,2025,14.1745
3C,Southeast Asia,Legumes,2015,4.3277
3C,Southeast Asia,Legumes,2020,5.02106
3C,Southeast Asia,Legumes,2025,5.80946
3C,Southeast Asia,MiscCrop,2015,1.35354
3C,Southeast Asia,MiscCrop,2020,1.57077
3C,Southeast Asia,MiscCrop,2025,1.81512
3C,Southeast Asia,NutsSeeds,2015,5.08834
3C,Southeast Asia,NutsSeeds,2020,5.86135
3C,Southeast Asia,NutsSeeds,2025,6.77253
3C,Southeast Asia,OilCrop,2015,8.53182
3C,Southeast Asia,OilCrop,2020,9.85946
3C,Southeast Asia,OilCrop,2025,11.387
3C,Southeast Asia,OilPalm,2015,6.01319
3C,Southeast Asia,OilPalm,2020,6.96931
3C,Southeast Asia,OilPalm,2025,8.05748
3C,Southeast Asia,OtherGrain,2015,3.46941
3C,Southeast Asia,OtherGrain,2020,3.64902
3C,Southeast Asia,OtherGrain,2025,3.75318
3C,Southeast Asia,OtherMeat_Fish,2015,12.0968
3C,Southeast Asia,OtherMeat_Fish,2020,14.0484
3C,Southeast Asia,OtherMeat_Fish,2025,16.2496
3C,Southeast Asia,Pork,2015,12.3337
3C,Southeast Asia,Pork,2020,14.3549
3C,Southeast Asia,Pork,2025,16.6139
3C,Southeast Asia,Poultry,2015,10.093
3C,Southeast Asia,Poultry,2020,11.7156
3C,Southeast Asia,Poultry,2025,13.5925
3C,Southeast Asia,Rice,2015,126.292
3C,Southeast Asia,Rice,2020,132.09
3C,Southeast Asia,Rice,2025,135.181
3C,Southeast Asia,RootTuber,2015,9.80623
3C,Southeast Asia,RootTuber,2020,10.2895
3C,Southeast Asia,RootTuber,2025,10.5365
3C,Southeast Asia,SheepGoat,2015,0.29818
3C,Southeast Asia,SheepGoat,2020,0.346057
3C,Southeast Asia,SheepGoat,2025,0.399607
3C,Southeast Asia,Soybean,2015,6.71525
3C,Southeast Asia,Soybean,2020,7.81035
3C,Southeast Asia,Soybean,2025,9.08169
3C,Southeast Asia,SugarCrop,2015,28.7702
3C,Southeast Asia,SugarCrop,2020,33.3175
3C,Southeast Asia,SugarCrop,2025,38.5058
3C,Southeast Asia,Vegetables,2015,8.15349
3C,Southeast Asia,Vegetables,2020,9.45345
3C,Southeast Asia,Vegetables,2025,10.908
3C,Southeast Asia,Wheat,2015,15.9055
3C,Southeast Asia,Wheat,2020,16.7551
3C,Southeast Asia,Wheat,2025,17.2442
3C,Taiwan,Beef,2015,0.136897
3C,Taiwan,Beef,2020,0.148753
3C,Taiwan,Beef,2025,0.155794
3C,Taiwan,Corn,2015,0.426071
3C,Taiwan,Corn,2020,0.428315
3C,Taiwan,Corn,2025,0.41785
3C,Taiwan,Dairy,2015,0.565996
3C,Taiwan,Dairy,2020,0.614847
3C,Taiwan,Dairy,2025,0.644361
3C,Taiwan,Fruits,2015,0.627847
3C,Taiwan,Fruits,2020,0.681756
3C,Taiwan,Fruits,2025,0.713085
3C,Taiwan,Legumes,2015,0.1435
3C,Taiwan,Legumes,2020,0.156451
3C,Taiwan,Legumes,2025,0.164342
3C,Taiwan,MiscCrop,2015,0.15331
3C,Taiwan,MiscCrop,2020,0.166786
3C,Taiwan,MiscCrop,2025,0.174658
3C,Taiwan,NutsSeeds,2015,0.454949
3C,Taiwan,NutsSeeds,2020,0.493186
3C,Taiwan,NutsSeeds,2025,0.519389
3C,Taiwan,OilCrop,2015,0.311172
3C,Taiwan,OilCrop,2020,0.335669
3C,Taiwan,OilCrop,2025,0.351688
3C,Taiwan,OilPalm,2015,0.607473
3C,Taiwan,OilPalm,2020,0.659704
3C,Taiwan,OilPalm,2025,0.694182
3C,Taiwan,OtherGrain,2015,0.343235
3C,Taiwan,OtherGrain,2020,0.345819
3C,Taiwan,OtherGrain,2025,0.337828
3C,Taiwan,OtherMeat_Fish,2015,0.367605
3C,Taiwan,OtherMeat_Fish,2020,0.399904
3C,Taiwan,OtherMeat_Fish,2025,0.419441
3C,Taiwan,Pork,2015,1.55587
3C,Taiwan,Pork,2020,1.69502
3C,Taiwan,Pork,2025,1.77921
3C,Taiwan,Poultry,2015,1.07743
3C,Taiwan,Poultry,2020,1.17585
3C,Taiwan,Poultry,2025,1.23613
3C,Taiwan,Rice,2015,2.57967
3C,Taiwan,Rice,2020,2.58383
3C,Taiwan,Rice,2025,2.51451
3C,Taiwan,RootTuber,2015,0.178885
3C,Taiwan,RootTuber,2020,0.17973
3C,Taiwan,RootTuber,2025,0.174822
3C,Taiwan,SheepGoat,2015,0.030709
3C,Taiwan,SheepGoat,2020,0.0333943
3C,Taiwan,SheepGoat,2025,0.0349144
3C,Taiwan,Soybean,2015,3.04685
3C,Taiwan,Soybean,2020,3.32317
3C,Taiwan,Soybean,2025,3.50394
3C,Taiwan,SugarCrop,2015,1.62427
3C,Taiwan,SugarCrop,2020,1.76905
3C,Taiwan,SugarCrop,2025,1.86008
3C,Taiwan,Vegetables,2015,0.5328
3C,Taiwan,Vegetables,2020,0.578666
3C,Taiwan,Vegetables,2025,0.605401
3C,Taiwan,Wheat,2015,2.22861
3C,Taiwan,Wheat,2020,2.25273
3C,Taiwan,Wheat,2025,2.2078
3C,USA,Beef,2015,12.2673
3C,USA,Beef,2020,13.04
3C,USA,Beef,2025,13.7185
3C,USA,Corn,2015,12.3926
3C,USA,Corn,2020,12.7549
3C,USA,Corn,2025,12.891
3C,USA,Dairy,2015,36.3946
3C,USA,Dairy,2020,38.7144
3C,USA,Dairy,2025,40.7403
3C,USA,FiberCrop,2015,0.960605
3C,USA,FiberCrop,2020,1.01765
3C,USA,FiberCrop,2025,1.06703
3C,USA,Fruits,2015,7.91026
3C,USA,Fruits,2020,8.41341
3C,USA,Fruits,2025,8.85513
3C,USA,Legumes,2015,2.92551
3C,USA,Legumes,2020,3.11901
3C,USA,Legumes,2025,3.28122
3C,USA,MiscCrop,2015,2.4844
3C,USA,MiscCrop,2020,2.64611
3C,USA,MiscCrop,2025,2.78275
3C,USA,NutsSeeds,2015,8.54519
3C,USA,NutsSeeds,2020,9.03489
3C,USA,NutsSeeds,2025,9.48238
3C,USA,OilCrop,2015,8.51981
3C,USA,OilCrop,2020,9.01756
3C,USA,OilCrop,2025,9.48732
3C,USA,OilPalm,2015,0.107204
3C,USA,OilPalm,2020,0.114191
3C,USA,OilPalm,2025,0.120374
3C,USA,OtherGrain,2015,12.3451
3C,USA,OtherGrain,2020,12.7308
3C,USA,OtherGrain,2025,12.8583
3C,USA,OtherMeat_Fish,2015,4.2173
3C,USA,OtherMeat_Fish,2020,4.48625
3C,USA,OtherMeat_Fish,2025,4.72134
3C,USA,Pork,2015,11.0388
3C,USA,Pork,2020,11.7484
3C,USA,Pork,2025,12.3675
3C,USA,Poultry,2015,20.3096
3C,USA,Poultry,2020,21.6224
3C,USA,Poultry,2025,22.7654
3C,USA,Rice,2015,6.45087
3C,USA,Rice,2020,6.61644
3C,USA,Rice,2025,6.65503
3C,USA,RootTuber,2015,9.11475
3C,USA,RootTuber,2020,9.38046
3C,USA,RootTuber,2025,9.45329
3C,USA,SheepGoat,2015,0.232683
3C,USA,SheepGoat,2020,0.247236
3C,USA,SheepGoat,2025,0.26
3C,USA,Soybean,2015,29.775
3C,USA,Soybean,2020,31.688
3C,USA,Soybean,2025,33.5097
3C,USA,SugarCrop,2015,30.2018
3C,USA,SugarCrop,2020,32.1046
3C,USA,SugarCrop,2025,33.8036
3C,USA,Vegetables,2015,4.86769
3C,USA,Vegetables,2020,5.17701
3C,USA,Vegetables,2025,5.45045
3C,USA,Wheat,2015,52.9771
3C,USA,Wheat,2020,55.0141
3C,USA,Wheat,2025,55.9728






















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































